328	57	-350	r2
329	57	-350	r3
330	57	-350	r4
331	57	-350	r5
332	57	-350	r7
333	57	-350	r8
334	57	500	r10
335	57	-350	r11
336	57	-350	r12
337	57	-1000	r14
338	57	-500	r42
339	57	-500	r75
340	57	-500	r108
341	57	-150	r128
342	57	-350	r130
343	57	-250	r161
344	57	-350	r367
345	57	100	d201
346	57	-150	d202
347	57	250	d203
348	57	-150	d204
349	57	-50	d205
350	57	-100	d206
351	57	100	d207
352	57	-250	d208
353	57	-50	d209
354	57	-200	d210
355	57	300	d211
356	57	-250	d212
357	57	-50	d213
358	57	-200	d214
359	57	-250	d215
360	57	-50	d216
361	61	-1500	c1
362	61	-1500	c2
363	61	-1500	c3
364	61	700	c4
365	61	-1500	c5
366	61	700	c6
367	61	-1500	c7
368	61	-1500	c8
369	61	-1500	c9
370	61	-1500	c10
371	61	-1500	c11
372	61	-1500	c12
373	61	-1500	c13
374	61	-1500	c14
375	61	-700	c15
376	62	1	c5
377	62	1102	r128
378	62	100	d203
379	63	-500	r4
380	63	-500	r5
381	63	800	r6
382	63	-250	r7
383	63	-250	r8
384	63	-500	r14
385	63	-500	r42
386	63	-500	r75
387	63	-500	r108
388	63	-250	r130
389	63	-500	r161
390	63	-500	r367
391	66	400	r6
392	66	1102	r9
393	66	900	r10
394	66	-1000	r14
395	66	-500	r42
396	66	-500	r75
397	66	-500	r108
398	66	-250	r161
399	66	-350	r367
400	66	1	d211
401	67	-100	c5
402	67	-100	c11
403	67	-250	r9
404	67	-250	r10
405	67	-1000	r14
406	67	-1000	r75
407	67	-1000	r161
408	67	-1000	r367
409	67	-350	d203
410	67	-350	d211
411	69	-100	r1
412	69	-700	r2
413	69	-100	r3
414	69	-700	r4
415	69	-700	r5
416	69	1	r6
417	69	-700	r7
418	69	-700	r8
419	69	-100	r9
420	69	-100	r10
421	69	-700	r11
422	69	-100	r12
423	69	-1000	r14
424	69	-500	r42
425	69	-100	r75
426	69	-100	r108
427	69	-700	r128
428	69	-700	r130
429	69	-100	r161
430	69	100	d201
431	69	-700	d202
432	69	100	d203
433	69	100	d206
434	69	-700	d208
435	69	-700	d210
436	70	-50	c2
437	70	-200	c3
438	70	-50	c4
439	70	-100	c6
440	70	500	c10
441	70	25	c11
442	70	250	c15
443	70	-350	r1
444	70	-350	r2
445	70	-350	r3
446	70	-350	r4
447	70	-350	r5
448	70	350	r6
449	70	-350	r7
450	70	-350	r8
451	70	500	r9
452	70	100	r10
453	70	-350	r11
454	70	-350	r12
455	70	-1000	r14
456	70	-500	r42
457	70	-500	r75
458	70	-500	r108
459	70	-150	r128
460	70	-350	r130
461	70	-250	r161
462	70	100	r367
463	70	100	d201
464	70	-150	d202
465	70	500	d203
466	70	-250	d204
467	70	-50	d205
468	70	-200	d206
469	70	250	d207
470	70	-250	d208
471	70	-50	d209
472	70	-200	d210
473	70	-250	d212
474	70	-50	d213
475	70	-200	d214
476	70	-250	d215
477	70	-50	d216
478	71	100	c5
479	71	500	r12
480	71	-1000	r14
481	71	-500	r42
482	71	-500	r128
483	71	-100	r130
484	71	200	d201
485	71	-500	d202
486	71	150	d203
487	71	-1000	d204
488	71	-500	d205
489	71	-500	d206
490	71	125	d207
491	71	-1000	d208
492	71	-500	d209
493	71	-1000	d210
494	71	-500	d211
495	71	-1000	d212
496	71	-250	d213
497	71	-500	d214
498	71	-1000	d215
499	71	-250	d216
500	75	-100	r1
501	75	-100	r2
502	75	-100	r3
503	75	-500	r4
504	75	-500	r5
505	75	-100	r6
506	75	-250	r7
507	75	-250	r8
508	75	-500	r14
509	75	-500	r42
510	75	-500	r75
511	75	-500	r108
512	75	-250	r128
513	75	-250	r130
514	75	-500	r161
515	75	-500	r367
516	76	100	c2
517	76	100	c3
518	76	-150	c5
519	76	-250	c11
520	76	50	r4
521	76	50	r5
522	76	-250	r6
523	76	50	r7
524	76	250	r8
525	76	-500	r9
526	76	-750	r10
527	76	150	r11
528	76	500	r12
529	76	-1500	r14
530	76	-250	r42
531	76	-500	r75
532	76	-250	r108
533	76	-400	r128
534	76	-1500	r161
535	76	-1500	r367
536	76	-500	d201
537	76	750	d202
538	76	-500	d203
539	76	50	d204
540	76	150	d205
541	76	50	d206
542	76	-500	d207
543	76	50	d208
544	76	50	d210
545	76	-250	d211
546	76	50	d212
547	76	50	d215
548	82	1000	d203
549	86	100	c5
550	86	-1000	r14
551	86	-500	r42
552	86	-500	r128
553	86	-100	r130
554	86	200	d201
555	86	-500	d202
556	86	150	d203
557	86	-1000	d204
558	86	-500	d205
559	86	200	d206
560	86	125	d207
561	86	-1000	d208
562	86	-500	d209
563	86	-1000	d210
564	86	-500	d211
565	86	-1000	d212
566	86	-250	d213
567	86	-500	d214
568	86	-1000	d215
569	86	-250	d216
570	87	-201	r1
571	87	-500	r2
572	87	-500	r4
573	87	-500	r5
574	87	500	r6
575	87	-500	r8
576	87	-500	r11
577	87	-1000	r128
578	87	-300	r130
579	87	-201	r522
580	87	-500	d202
581	87	101	d206
582	87	-500	d208
583	87	-500	d210
584	88	-201	r1
585	88	-500	r2
586	88	-500	r4
587	88	-500	r5
588	88	500	r6
589	88	-500	r8
590	88	-500	r11
591	88	-1000	r128
592	88	-300	r130
593	88	-201	r522
594	88	-500	d202
595	88	101	d206
596	88	-500	d208
597	88	-500	d210
598	91	-150	c5
599	91	-250	c11
600	91	250	c12
601	91	250	c13
602	91	250	c14
603	91	50	r4
604	91	50	r5
605	91	-250	r6
606	91	50	r7
607	91	500	r8
608	91	-500	r9
609	91	-750	r10
610	91	150	r11
611	91	250	r12
612	91	-1500	r14
613	91	-250	r42
614	91	-500	r75
615	91	-250	r108
616	91	-400	r128
617	91	-1500	r161
618	91	-1500	r367
619	91	-500	d201
620	91	250	d202
621	91	-500	d203
622	91	50	d204
623	91	150	d205
624	91	50	d206
625	91	-500	d207
626	91	50	d208
627	91	50	d210
628	91	-250	d211
629	91	50	d212
630	91	50	d215
631	92	99	r1
632	92	99	r2
633	92	201	r4
634	92	101	r5
635	92	-900	r6
636	92	201	r7
637	92	99	r8
638	92	-600	r9
639	92	-600	r10
640	92	99	r11
641	92	99	r12
642	92	-1000	r14
643	92	-100	r42
644	92	-500	r75
645	92	-500	r108
646	92	-300	r128
647	92	99	r130
648	92	-1000	r161
649	92	-1000	r367
650	92	-600	d201
651	92	-600	d203
652	92	-600	d206
653	92	1	d208
654	92	-1	d209
655	92	-1	d212
656	99	50	c4
657	99	99	r1
658	99	99	r2
659	99	201	r4
660	99	101	r5
661	99	-900	r6
662	99	201	r7
663	99	99	r8
664	99	-600	r9
665	99	-600	r10
666	99	99	r11
667	99	99	r12
668	99	-1500	r14
669	99	-50	r42
670	99	-250	r75
671	99	-150	r108
672	99	-300	r128
673	99	99	r130
674	99	-1500	r161
675	99	-1500	r367
676	99	-600	d201
677	99	-600	d203
678	99	100	d204
679	99	-600	d206
680	99	1	d208
681	99	-1	d209
682	99	-1	d212
683	101	99	r1
684	101	99	r2
685	101	201	r4
686	101	101	r5
687	101	-900	r6
688	101	201	r7
689	101	99	r8
690	101	-600	r9
691	101	-600	r10
692	101	99	r11
693	101	99	r12
694	101	-1000	r14
695	101	-100	r42
696	101	-500	r75
697	101	-500	r108
698	101	-300	r128
699	101	99	r130
700	101	-1000	r161
701	101	-1000	r367
702	101	-600	d201
703	101	-600	d203
704	101	-600	d206
705	101	1	d208
706	101	-1	d209
707	101	-1	d212
708	105	100	r1
709	105	50	r2
710	105	1	r4
711	105	1	r5
712	105	-600	r6
713	105	100	r7
714	105	-800	r9
715	105	-800	r10
716	105	-1000	r14
717	105	-250	r42
718	105	-500	r75
719	105	-500	r108
720	105	-800	r128
721	105	-1000	r161
722	105	-1000	r367
723	105	-100	d201
724	105	-100	d204
725	105	100	d205
726	105	50	d211
727	105	-51	d214
728	105	-1	d215
729	106	125	c3
730	106	50	c4
731	106	-250	c5
732	106	50	c6
733	106	-250	c11
734	106	-250	r6
735	106	-750	r9
736	106	-500	r10
737	106	-1000	r14
738	106	-250	r42
739	106	-500	r75
740	106	-250	r108
741	106	-1000	r161
742	106	-1000	r367
743	108	125	c3
744	108	50	c4
745	108	-250	c5
746	108	50	c6
747	108	-250	c11
748	108	-250	r6
749	108	-750	r9
750	108	-500	r10
751	108	-1000	r14
752	108	-250	r42
753	108	-500	r75
754	108	-250	r108
755	108	-750	r128
756	108	-1000	r161
757	108	-1000	r367
758	109	125	c3
759	109	50	c4
760	109	-250	c5
761	109	50	c6
762	109	-250	c11
763	109	-250	r6
764	109	-750	r9
765	109	-500	r10
766	109	-1000	r14
767	109	-250	r42
768	109	-500	r75
769	109	-250	r108
770	109	-750	r128
771	109	-1000	r161
772	109	-1000	r367
773	115	1	c6
774	115	1	c9
775	115	98	r4
776	115	-601	r6
777	115	98	r8
778	115	-900	r9
779	115	-601	r10
780	115	201	r12
781	115	-1000	r14
782	115	-250	r42
783	115	-100	r75
784	115	-100	r108
785	115	-299	r128
786	115	-1000	r161
787	115	-1000	r367
788	115	-600	d201
789	115	-601	d203
790	115	1	d205
791	115	-600	d206
792	115	1	d215
793	117	2000	r6
794	118	-100	r3
795	118	-500	r4
796	118	-500	r5
797	118	100	r6
798	118	-250	r7
799	118	-100	r8
800	118	-150	r12
801	118	-1000	r14
802	118	-500	r128
803	121	-500	r11
804	121	-500	r12
805	121	-500	r14
806	121	-750	r128
807	128	-150	c1
808	128	-50	c2
809	128	-400	c3
810	128	-100	c4
811	128	500	c5
812	128	-100	c6
813	128	50	c10
814	128	200	c11
815	128	25	c15
816	128	-350	r1
817	128	-350	r2
818	128	-350	r3
819	128	-350	r4
820	128	-350	r5
821	128	-250	r7
822	128	-250	r8
823	128	150	r9
824	128	500	r10
825	128	-350	r11
826	128	-350	r12
827	128	-1000	r14
828	128	-500	r42
829	128	-500	r75
830	128	-500	r108
831	128	-150	r128
832	128	-350	r130
833	128	-250	r161
834	128	100	d201
835	128	-250	d202
836	128	250	d203
837	128	-250	d204
838	128	-50	d205
839	128	-200	d206
840	128	100	d207
841	128	-250	d208
842	128	-50	d209
843	128	-200	d210
844	128	250	d211
845	128	-250	d212
846	128	-50	d213
847	128	-200	d214
848	128	-250	d215
849	128	-50	d216
850	131	1000	r6
851	131	1701	r9
852	131	1000	r10
853	131	-1000	r14
854	131	-500	r42
855	131	-500	r75
856	131	-250	r161
857	131	-250	r367
858	132	701	r130
859	133	-50	r3
860	133	-100	r5
861	133	-700	r6
862	133	1	r8
863	133	-800	r9
864	133	-800	r10
865	133	101	r11
866	133	-1000	r14
867	133	-100	r42
868	133	-500	r75
869	133	-500	r108
870	133	-500	r128
871	133	-1000	r161
872	133	-1000	r367
873	133	-600	d201
874	133	-800	d203
875	133	-1	d205
876	133	-600	d206
877	133	100	d207
878	133	50	d210
879	133	-50	d214
880	133	-50	d216
881	135	100	r1
882	135	-600	r6
883	135	-900	r9
884	135	-800	r10
885	135	-450	r14
886	135	-250	r42
887	135	-750	r75
888	135	-250	r108
889	135	-300	r128
890	135	-1500	r161
891	135	-450	r367
892	135	-299	d201
893	135	-700	d203
894	135	-299	d205
895	135	-299	d206
896	135	100	d207
897	135	100	d208
898	135	-299	d216
899	136	-1000	r6
900	136	-1000	r9
901	136	-1000	r10
902	136	-1000	r128
903	138	-700	r6
904	138	-700	r9
905	138	-700	r10
906	138	-700	r128
907	143	598	r3
908	143	-300	r5
909	143	601	r6
910	143	-301	r9
911	143	-301	r10
912	143	-1000	r14
913	143	-500	r42
914	143	-301	r128
915	143	-100	r130
916	143	-299	d202
917	143	204	d203
918	143	-299	d204
919	143	-601	d205
920	143	-601	d206
921	143	-299	d207
922	143	-299	d208
923	143	-601	d209
924	143	-601	d210
925	143	-299	d212
926	143	-601	d213
927	143	-299	d214
928	143	-299	d215
929	143	-299	d216
930	145	25	c2
931	145	50	c3
932	145	-100	c5
933	145	-50	c9
934	145	-100	c11
935	145	50	c12
936	145	50	c13
937	145	50	c14
938	145	200	r1
939	145	-50	r2
940	145	1500	r3
941	145	50	r4
942	145	100	r5
943	145	-100	r6
944	145	150	r7
945	145	-250	r9
946	145	-250	r10
947	145	50	r12
948	145	-250	r128
949	145	-100	r130
950	145	-1000	d201
951	145	-1000	d203
952	145	50	d204
953	145	-1000	d206
954	145	150	d209
955	145	150	d210
956	145	50	d212
957	145	100	d213
958	147	100	r3
959	147	-300	r6
960	147	-1	r8
961	147	-601	r9
962	147	-601	r10
963	147	-601	r128
964	147	-600	d201
965	147	-600	d203
966	147	-600	d206
967	148	100	c3
968	148	25	c4
969	148	-50	c5
970	148	25	c6
971	148	25	c8
972	148	-20	c9
973	148	-50	c11
974	148	500	r1
975	148	250	r2
976	148	200	r3
977	148	250	r4
978	148	200	r5
979	148	-75	r6
980	148	400	r7
981	148	100	r8
982	148	-150	r9
983	148	-75	r10
984	148	300	r11
985	148	100	r12
986	148	-1000	r14
987	148	-250	r42
988	148	-500	r75
989	148	-500	r108
990	148	-200	r128
991	148	50	r130
992	148	-1000	r161
993	148	-1000	r367
994	148	-150	d201
995	148	-150	d203
996	148	100	d204
997	148	50	d206
998	148	-150	d207
999	148	100	d208
1000	148	100	d212
1001	149	100	r1
1002	149	-600	r6
1003	149	-900	r9
1004	149	-800	r10
1005	149	-450	r14
1006	149	-250	r42
1007	149	-750	r75
1008	149	-250	r108
1009	149	-300	r128
1010	149	-1500	r161
1011	149	-450	r367
1012	149	-299	d201
1013	149	-700	d203
1014	149	-299	d205
1015	149	-299	d206
1016	149	100	d207
1017	149	100	d208
1018	149	-299	d216
1019	153	400	r1
1020	155	-201	r1
1021	155	-500	r2
1022	155	-500	r4
1023	155	-500	r5
1024	155	500	r6
1025	155	-500	r8
1026	155	-500	r11
1027	155	-1000	r128
1028	155	-300	r130
1029	155	-500	d202
1030	155	101	d206
1031	155	-500	d208
1032	155	-500	d210
1033	159	50	c3
1034	159	1000	c4
1035	159	-150	c5
1036	159	1000	c6
1037	159	-25	c9
1038	159	50	c10
1039	159	-100	c11
1040	159	50	c15
1041	159	-150	r6
1042	159	-150	r9
1043	159	-150	r10
1044	159	-1000	r14
1045	159	-500	r75
1046	159	-500	r108
1047	159	-100	r128
1048	159	-1000	r161
1049	159	-1000	r367
1050	159	-500	d201
1051	159	-500	d203
1052	159	50	d204
1053	159	350	d206
1054	159	-500	d207
1055	159	50	d208
1056	159	50	d210
1057	159	50	d212
1058	159	350	d215
1059	162	25	c1
1060	162	25	c2
1061	162	50	c3
1062	162	-100	c5
1063	162	-25	c9
1064	162	-100	c11
1065	162	100	r1
1066	162	100	r2
1067	162	100	r3
1068	162	250	r4
1069	162	250	r5
1070	162	-150	r6
1071	162	250	r7
1072	162	1500	r8
1073	162	-250	r9
1074	162	-250	r10
1075	162	300	r11
1076	162	350	r12
1077	162	-1000	r14
1078	162	-250	r42
1079	162	-500	r75
1080	162	-500	r108
1081	162	-250	r128
1082	162	-1000	r161
1083	162	-1000	r367
1084	162	-500	d201
1085	162	150	d202
1086	162	-500	d203
1087	162	25	d204
1088	162	50	d205
1089	162	-500	d207
1090	162	25	d208
1091	162	25	d210
1092	162	25	d211
1093	162	25	d212
1094	162	25	d215
1095	167	100	c3
1096	167	25	c4
1097	167	-50	c5
1098	167	25	c6
1099	167	25	c8
1100	167	-20	c9
1101	167	-100	c11
1102	167	1000	r1
1103	167	150	r2
1104	167	100	r3
1105	167	250	r4
1106	167	200	r5
1107	167	-100	r6
1108	167	1000	r7
1109	167	100	r8
1110	167	-200	r9
1111	167	-100	r10
1112	167	300	r11
1113	167	100	r12
1114	167	-1000	r14
1115	167	-250	r42
1116	167	-500	r75
1117	167	-500	r108
1118	167	-200	r128
1119	167	50	r130
1120	167	-1000	r161
1121	167	-1000	r367
1122	167	-500	d201
1123	167	-500	d203
1124	167	100	d204
1125	167	50	d206
1126	167	-500	d207
1127	167	100	d208
1128	167	100	d212
1129	169	25	c1
1130	169	25	c2
1131	169	50	c3
1132	169	-100	c5
1133	169	-25	c9
1134	169	-100	c11
1135	169	100	r1
1136	169	100	r2
1137	169	100	r3
1138	169	250	r4
1139	169	250	r5
1140	169	-150	r6
1141	169	250	r7
1142	169	1500	r8
1143	169	-250	r9
1144	169	-250	r10
1145	169	300	r11
1146	169	350	r12
1147	169	-250	r128
1148	169	-500	d201
1149	169	150	d202
1150	169	-500	d203
1151	169	25	d204
1152	169	50	d205
1153	169	-500	d206
1154	169	25	d208
1155	169	25	d210
1156	169	25	d211
1157	169	25	d212
1158	169	25	d215
1159	170	25	c2
1160	170	25	c3
1161	170	-250	c5
1162	170	-500	c11
1163	170	250	c12
1164	170	250	c13
1165	170	250	c14
1166	170	-25	r2
1167	170	250	r4
1168	170	500	r5
1169	170	-600	r6
1170	170	250	r7
1171	170	25	r8
1172	170	-500	r9
1173	170	-500	r10
1174	170	25	r12
1175	170	-1500	r14
1176	170	-50	r42
1177	170	-250	r75
1178	170	-150	r108
1179	170	-400	r128
1180	170	-1500	r161
1181	170	-1500	r367
1182	170	-500	d201
1183	170	100	d204
1184	170	50	d206
1185	170	-500	d207
1186	170	100	d208
1187	170	50	d210
1188	170	-100	d211
1189	170	50	d212
1190	170	250	d215
1191	173	-350	r3
1192	173	250	r4
1193	173	150	r5
1194	173	-750	r6
1195	173	150	r7
1196	173	-750	r9
1197	173	-750	r10
1198	173	250	r11
1199	173	-1000	r14
1200	173	300	r42
1201	173	-1000	r75
1202	173	-750	r128
1203	173	1000	r130
1204	173	-1000	r367
1205	174	99	r3
1206	174	201	r4
1207	174	100	r5
1208	174	-600	r6
1209	174	100	r7
1210	174	-600	r9
1211	174	-600	r10
1212	174	99	r11
1213	174	-1000	r14
1214	174	-100	r42
1215	174	-500	r75
1216	174	-500	r108
1217	174	-100	r128
1218	174	-1000	r161
1219	174	-1000	r367
1220	174	-600	d201
1221	174	-600	d203
1222	174	-600	d206
1223	174	1	d207
1224	174	1	d210
1225	175	-1000	r3
1226	175	-1000	r6
1227	175	-1000	r9
1228	175	-1000	r10
1229	175	-1000	r42
1230	175	-1000	r128
1231	176	1	c6
1232	176	1	c9
1233	176	98	r4
1234	176	-601	r6
1235	176	98	r8
1236	176	-900	r9
1237	176	-601	r10
1238	176	100	r12
1239	176	-1000	r14
1240	176	-250	r42
1241	176	-100	r75
1242	176	-100	r108
1243	176	-299	r128
1244	176	-1000	r161
1245	176	-1000	r367
1246	176	-600	d201
1247	176	-601	d203
1248	176	1	d205
1249	176	-600	d206
1250	176	1	d215
1251	178	25	c2
1252	178	100	c3
1253	178	25	c4
1254	178	-100	c5
1255	178	25	c6
1256	178	-25	c9
1257	178	-100	c11
1258	178	50	c12
1259	178	50	c13
1260	178	50	c14
1261	178	200	r1
1262	178	200	r3
1263	178	1500	r4
1264	178	1500	r5
1265	178	-500	r6
1266	178	750	r7
1267	178	100	r8
1268	178	-250	r9
1269	178	-250	r10
1270	178	100	r11
1271	178	150	r12
1272	178	-250	r128
1273	178	-500	d206
1274	178	50	d208
1275	178	50	d210
1276	178	100	d212
1277	178	150	d215
1278	179	100	r9
1279	179	100	r10
1280	179	200	d203
1281	179	200	d211
1282	182	100	c3
1283	182	25	c4
1284	182	-50	c5
1285	182	25	c6
1286	182	25	c8
1287	182	-20	c9
1288	182	-100	c11
1289	182	1000	r1
1290	182	150	r2
1291	182	100	r3
1292	182	250	r4
1293	182	200	r5
1294	182	-100	r6
1295	182	1000	r7
1296	182	100	r8
1297	182	-200	r9
1298	182	-100	r10
1299	182	300	r11
1300	182	100	r12
1301	182	-1000	r14
1302	182	-250	r42
1303	182	-500	r75
1304	182	-500	r108
1305	182	-200	r128
1306	182	50	r130
1307	182	-1000	r161
1308	182	-1000	r367
1309	182	-500	d201
1310	182	-500	d203
1311	182	100	d204
1312	182	50	d206
1313	182	-500	d207
1314	182	100	d208
1315	182	100	d212
1316	183	100	c1
1317	183	250	c3
1318	183	-500	c5
1319	183	-50	c9
1320	183	-600	c11
1321	183	-350	r6
1322	183	-500	r9
1323	183	-500	r10
1324	183	-1500	r14
1325	183	-250	r42
1326	183	-250	r75
1327	183	-250	r108
1328	183	-750	r128
1329	183	-1500	r161
1330	183	-1500	r367
1331	183	-500	d201
1332	183	-500	d203
1333	183	500	d204
1334	183	-500	d206
1335	183	1000	d207
1336	183	750	d208
1337	183	500	d210
1338	183	-50	d211
1339	183	750	d212
1340	183	500	d215
1341	183	-50	d216
1342	184	100	r1
1343	184	50	r2
1344	184	1	r4
1345	184	1	r5
1346	184	-600	r6
1347	184	100	r7
1348	184	-800	r9
1349	184	-800	r10
1350	184	-1000	r14
1351	184	-250	r42
1352	184	-500	r75
1353	184	-500	r108
1354	184	-800	r128
1355	184	-1000	r161
1356	184	-1000	r367
1357	184	-100	d201
1358	184	-100	d204
1359	184	100	d205
1360	184	50	d211
1361	184	-51	d214
1362	184	-1	d215
1363	187	-500	r8
1364	187	-250	r11
1365	187	-250	r12
1366	187	-500	r14
1367	187	-500	r75
1368	187	-500	r108
1369	187	-500	r161
1370	187	-500	r367
1371	188	-650	r8
1372	188	100	r9
1373	188	100	r10
1374	188	-350	r11
1375	188	-350	r12
1376	188	-1000	r14
1377	188	-200	r42
1378	188	-1000	r75
1379	188	-250	r108
1380	188	-75	r128
1381	188	-25	r130
1382	188	-1000	r161
1383	188	-1000	r367
1384	188	-150	d201
1385	188	-250	d202
1386	188	-150	d203
1387	188	-150	d207
1388	188	-50	d208
1389	188	-350	d210
1390	188	250	d211
1391	188	-1000	d216
1392	189	300	r9
1393	189	300	r10
