43	-1	-1	-1	42	-1	9	-1	-1	-1	-1	Marauder		0
44	-1	-1	-1	42	-1	5	0	-1	-1	-1	Duke		0
45	-1	-1	-1	42	-1	5	1	-1	-1	-1	Duchess		0
46	-1	-1	-1	42	-1	10	-1	-1	-1	-1	Elder		0
47	-1	-1	-1	42	-1	1	-1	-1	-1	-1	Marshall		0
48	-1	-1	-1	42	-1	12	-1	-1	-1	-1	Sage		0
49	60	100	-1	-1	-1	-1	-1	-1	-1	-1	Apprentice Chef		0
50	60	200	-1	-1	-1	-1	-1	-1	-1	-1	Journeyman Chef		0
51	60	250	-1	-1	-1	-1	-1	-1	-1	-1	Expert Chef		0
52	60	300	-1	-1	-1	-1	-1	-1	-1	-1	Master Chef		0
53	65	100	-1	-1	-1	-1	-1	-1	-1	-1	Apprentice Brewer		0
54	65	200	-1	-1	-1	-1	-1	-1	-1	-1	Journeyman Brewer		0
55	65	250	-1	-1	-1	-1	-1	-1	-1	-1	Expert Brewer		0
56	65	300	-1	-1	-1	-1	-1	-1	-1	-1	Master Brewer		0
57	55	100	-1	-1	-1	-1	-1	-1	-1	-1	Apprentice Fisherman		0
58	55	200	-1	-1	-1	-1	-1	-1	-1	-1	Journeyman Fisherman		0
59	55	250	-1	-1	-1	-1	-1	-1	-1	-1	Expert Fisherman		0
60	55	300	-1	-1	-1	-1	-1	-1	-1	-1	Master Fisherman		0
61	64	100	-1	-1	-1	-1	-1	-1	-1	-1	Apprentice Fletcher		0
62	64	200	-1	-1	-1	-1	-1	-1	-1	-1	Journeyman Fletcher		0
63	64	250	-1	-1	-1	-1	-1	-1	-1	-1	Expert Fletcher		0
64	64	300	-1	-1	-1	-1	-1	-1	-1	-1	Master Fletcher		0
65	68	100	-1	-1	-1	-1	-1	-1	-1	-1	Apprentice Jeweler		0
66	68	200	-1	-1	-1	-1	-1	-1	-1	-1	Journeyman Jeweler		0
67	68	250	-1	-1	-1	-1	-1	-1	-1	-1	Expert Jeweler		0
68	68	300	-1	-1	-1	-1	-1	-1	-1	-1	Master Jeweler		0
69	69	100	-1	-1	-1	-1	-1	-1	-1	-1	Apprentice Potter		0
70	69	200	-1	-1	-1	-1	-1	-1	-1	-1	Journeyman Potter		0
71	69	250	-1	-1	-1	-1	-1	-1	-1	-1	Expert Potter		0
72	69	300	-1	-1	-1	-1	-1	-1	-1	-1	Master Potter		0
73	63	100	-1	-1	-1	-1	-1	-1	-1	-1	Apprentice Smith		0
74	63	200	-1	-1	-1	-1	-1	-1	-1	-1	Journeyman Smith		0
75	63	250	-1	-1	-1	-1	-1	-1	-1	-1	Expert Smith		0
76	63	300	-1	-1	-1	-1	-1	-1	-1	-1	Master Smith		0
77	59	100	-1	-1	-1	10	-1	-1	-1	-1	Apprentice Alchemist		0
78	59	200	-1	-1	-1	10	-1	-1	-1	-1	Journeyman Alchemist		0
79	59	250	-1	-1	-1	10	-1	-1	-1	-1	Expert Alchemist		0
80	59	300	-1	-1	-1	10	-1	-1	-1	-1	Master Alchemist		0
81	56	100	-1	-1	-1	9	-1	-1	-1	-1	Apprentice Poisoncrafter		0
82	56	200	-1	-1	-1	9	-1	-1	-1	-1	Journeyman Poisoncrafter		0
83	56	250	-1	-1	-1	9	-1	-1	-1	-1	Expert Poisoncrafter		0
84	56	300	-1	-1	-1	9	-1	-1	-1	-1	Master Poisoncrafter		0
85	58	100	-1	-1	-1	-1	-1	-1	-1	-1	Apprentice Researcher		0
86	58	200	-1	-1	-1	-1	-1	-1	-1	-1	Journeyman Researcher		0
87	58	250	-1	-1	-1	-1	-1	-1	-1	-1	Expert Researcher		0
88	58	300	-1	-1	-1	-1	-1	-1	-1	-1	Master Researcher		0
89	57	100	-1	-1	-1	-1	-1	-1	-1	-1	Apprentice Tinker		0
90	57	200	-1	-1	-1	-1	-1	-1	-1	-1	Journeyman Tinker		0
91	57	250	-1	-1	-1	-1	-1	-1	-1	-1	Expert Tinker		0
92	57	300	-1	-1	-1	-1	-1	-1	-1	-1	Master Tinker		0
93	-1	-1	-1	-1	-1	4	-1	-1	-1	20487	Windcaller		0
94	61	100	-1	-1	-1	-1	-1	-1	-1	-1	Apprentice Tailor		0
95	61	200	-1	-1	-1	-1	-1	-1	-1	-1	Journeyman Tailor		0
96	61	250	-1	-1	-1	-1	-1	-1	-1	-1	Expert Tailor		0
97	61	300	-1	-1	-1	-1	-1	-1	-1	-1	Master Tailor		0
98	-1	-1	-1	-1	-1	-1	-1	50118	-1	-1		of Neriak	0
99	-1	-1	-1	-1	-1	-1	-1	50118	-1	-1	Warlord		0
100	-1	-1	-1	-1	-1	-1	-1	58240	-1	-1	Super Pretty		0
101	-1	-1	-1	-1	-1	-1	-1	55794	-1	-1	Master Tracker		0
102	-1	-1	-1	-1	-1	-1	-1	29054	-1	-1	Grand Warlock		0
103	-1	-1	-1	-1	-1	-1	-1	50118	-1	-1		of Ak`Anon	0
301	-1	-1	-1	-1	-1	8	-1	-1	-1	20542	Composer		0
302	-1	-1	-1	-1	-1	8	-1	-1	-1	77631	Wyrmkin		0
303	-1	-1	-1	-1	-1	8	-1	-1	-1	77640	Blade Dancer		0
304	-1	-1	-1	-1	-1	15	-1	-1	-1	8496	Feralkin		0
305	-1	-1	-1	-1	-1	15	-1	-1	-1	52911	Wildcaller		0
306	-1	-1	-1	-1	-1	15	-1	-1	-1	57054	Savage Spirit		0
307	-1	-1	-1	-1	-1	16	-1	-1	-1	68299	Aggressor		0
308	-1	-1	-1	-1	-1	16	-1	-1	-1	18398	Axe Master		0
309	-1	-1	-1	-1	-1	16	-1	-1	-1	18609	Rageheart		0
310	-1	-1	-1	-1	-1	2	-1	-1	-1	5532	Curate		0
311	-1	-1	-1	-1	-1	2	0	-1	-1	9955	Priest		0
312	-1	-1	-1	-1	-1	2	1	-1	-1	9955	Priestess		0
313	-1	-1	-1	-1	-1	2	0	-1	-1	20076	High Priest		0
314	-1	-1	-1	-1	-1	2	1	-1	-1	20076	High Priestess		0
315	-1	-1	-1	-1	-1	6	-1	-1	-1	20490	Naturewalker		0
316	-1	-1	-1	-1	-1	6	-1	-1	-1	62863	Forest Scion		0
317	-1	-1	-1	-1	-1	6	-1	-1	-1	62880	Earthkeeper		0
318	-1	-1	-1	-1	-1	14	-1	-1	-1	10650	Mindbender		0
319	-1	-1	-1	-1	-1	14	-1	-1	-1	52952	Coercer		0
320	-1	-1	-1	-1	-1	14	-1	-1	-1	52962	Enigma		0
321	-1	-1	-1	-1	-1	13	-1	-1	-1	28034	Thaumaturge		0
322	-1	-1	-1	-1	-1	13	-1	-1	-1	19092	Master Elementalist		0
323	-1	-1	-1	-1	-1	13	-1	-1	-1	19839	Primal Elementalist		0
324	-1	-1	-1	-1	-1	7	-1	-1	-1	10652	Apostle		0
325	-1	-1	-1	-1	-1	7	-1	-1	-1	61025	Enlightened		0
326	-1	-1	-1	-1	-1	7	-1	-1	-1	67742	Ascendant		0
327	-1	-1	-1	-1	-1	11	-1	-1	-1	20544	Dark Apprentice		0
328	-1	-1	-1	-1	-1	11	-1	-1	-1	62581	Deathspeaker		0
329	-1	-1	-1	-1	-1	11	-1	-1	-1	64067	Grand Occultist		0
330	-1	-1	-1	-1	-1	3	-1	-1	-1	10099	Lightbringer		0
331	-1	-1	-1	-1	-1	3	-1	-1	-1	64031	Redeemer		0
332	-1	-1	-1	-1	-1	3	-1	-1	-1	48147	Valiant		0
333	-1	-1	-1	-1	-1	4	-1	-1	-1	20488	Windcaller		0
334	-1	-1	-1	-1	-1	4	-1	-1	-1	62627	Earthguard		0
335	-1	-1	-1	-1	-1	4	-1	-1	-1	62649	Farwarden		0
336	-1	-1	-1	-1	-1	9	-1	-1	-1	11057	Swashbuckler		0
337	-1	-1	-1	-1	-1	9	-1	-1	-1	52347	Infiltrator		0
338	-1	-1	-1	-1	-1	9	-1	-1	-1	52348	Nightblade		0
339	-1	-1	-1	-1	-1	5	0	-1	-1	14383	Pain Lord		0
340	-1	-1	-1	-1	-1	5	1	-1	-1	14383	Pain Mistress		0
341	-1	-1	-1	-1	-1	5	-1	-1	-1	50003	Archfiend		0
342	-1	-1	-1	-1	-1	5	-1	-1	-1	48136	Darkreaper		0
343	-1	-1	-1	-1	-1	10	-1	-1	-1	10651	Heyokah 		0
344	-1	-1	-1	-1	-1	10	-1	-1	-1	57400	Fateseer		0
345	-1	-1	-1	-1	-1	10	-1	-1	-1	57405	Spiritwalker		0
346	-1	-1	-1	-1	-1	1	-1	-1	-1	10908	Champion		0
347	-1	-1	-1	-1	-1	1	-1	-1	-1	60321	Conqueror		0
348	-1	-1	-1	-1	-1	1	-1	-1	-1	60332	Decimator		0
349	-1	-1	-1	-1	-1	12	-1	-1	-1	14341	Catalyst		0
350	-1	-1	-1	-1	-1	12	-1	-1	-1	12665	Scholar		0
351	-1	-1	-1	-1	-1	12	-1	-1	-1	16576	Planeshifter		0
352	-1	-1	-1	-1	-1	1	-1	-1	-1	10909	Champion		0
353	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		of The Grand Creation	1
354	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Legend of Norrath		1
355	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Arbiter		2
356	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		Harbinger of the Old World	2
357	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		the Nostalgic	3
358	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Champion of Norrath		4
359	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		The Illusionist	5
360	-1	-1	-1	-1	-1	-1	-1	90786	-1	-1	The Epic		0
361	-1	-1	-1	-1	-1	-1	-1	88747	-1	-1	The Epic		0
362	-1	-1	-1	-1	-1	-1	-1	47087	-1	-1	Adventureer Extraordinaire		0
363	-1	-1	-1	-1	-1	-1	-1	47087	-1	-1	Adventurer Extraordinaire		0
364	-1	-1	-1	-1	-1	-1	-1	63785	-1	-1	Adventurer Extraordinaire		0
365	-1	-1	-1	-1	-1	-1	-1	56662	-1	-1	the Epic		0
366	-1	-1	-1	-1	-1	-1	-1	88793	-1	-1	Judge		0
367	-1	-1	-1	-1	-1	-1	-1	58789	-1	-1	Adventurer Extraordinaire		0
368	-1	-1	-1	-1	-1	-1	-1	50118	-1	-1		of The Frigid Wastes	0
369	-1	-1	-1	-1	-1	-1	-1	50118	-1	-1		the Legendary Dragonslayer	0
373	-1	-1	-1	-1	-1	-1	-1	109134	-1	-1		Deliverer of Carrots	0
371	-1	-1	-1	-1	-1	-1	-1	113586	-1	-1	The Epic		0
372	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	I'm with da dawg		6
374	-1	-1	-1	-1	-1	-1	-1	44555	-1	-1		the Hand of Rile	0
375	-1	-1	-1	-1	-1	-1	-1	109670	-1	-1	Lil'		0
376	-1	-1	-1	-1	-1	-1	-1	157655	-1	-1		The Giving	0
377	-1	-1	-1	-1	-1	-1	-1	124591	-1	-1	Captain		0
378	-1	-1	-1	-1	-1	-1	-1	157419	-1	-1		Pioneer of the Old Lands	0
379	-1	-1	-1	-1	-1	-1	-1	30096	-1	-1	Warlord		0
380	-1	-1	-1	-1	-1	8	-1	-1	-1	77640	Wyrmkin		0
381	-1	-1	-1	-1	-1	15	-1	-1	-1	57054	Wildcaller		0
382	-1	-1	-1	-1	-1	16	-1	-1	-1	18609	Axe Master		0
383	-1	-1	-1	-1	-1	2	0	-1	-1	20076	Priest		0
384	-1	-1	-1	-1	-1	2	1	-1	-1	20076	Priestess		0
385	-1	-1	-1	-1	-1	6	-1	-1	-1	62880	Forest Scion		0
386	-1	-1	-1	-1	-1	13	-1	-1	-1	19839	Master Elementalist		0
387	-1	-1	-1	-1	-1	7	-1	-1	-1	67742	Enlightened		0
388	-1	-1	-1	-1	-1	11	-1	-1	-1	64067	Deathspeaker		0
389	-1	-1	-1	-1	-1	3	-1	-1	-1	62649	Redeemer		0
390	-1	-1	-1	-1	-1	4	-1	-1	-1	62649	Earthguard		0
391	-1	-1	-1	-1	-1	9	-1	-1	-1	52348	Infiltrator		0
392	-1	-1	-1	-1	-1	5	-1	-1	-1	48136	Archfiend		0
393	-1	-1	-1	-1	-1	10	-1	-1	-1	57405	Fateseer		0
394	-1	-1	-1	-1	-1	1	-1	-1	-1	60332	Conqueror		0
395	-1	-1	-1	-1	-1	12	-1	-1	-1	16576	Scholar		0
