71	gukbottom	0	7	0	0	0	0	1630	359	-88	65	0	65	0	0	4294967295
94	feerrott	0	1	-1130	-3130	-9	0	-1132.7	1888.8	-9	226.9	0	46	0	0	4294967295
97	feerrott	0	2	364.44	3415.17	3.13	0	1007.7	-2864.3	17	59.1	0	50	0	0	4294967295
99	feerrott	0	4	1667	808	60	0	-385.27	-96.32	3.5	2.5	0	49	0	0	4294967295
101	feerrott	0	3	-1451.82	-111.83	1	126	71.4	-38.1	1.9	61.6	0	48	0	0	4294967295
108	southkarana	0	4	2700	895	-31	0	-4472	1206	-30.03	0	0	13	0	0	4294967295
121	erudsxing	0	1	0	0	3	0	115	325	23.75	104	0	24	0	0	4294967295
148	akanon	0	1000	52	-80	4	0	-2062	528	-110	33	0	56	0	0	4294967295
156	warslikswoods	0	3	0	0	3	0	0	0	3	0	0	82	0	0	4294967295
181	erudnint	0	1	0	0	0	0	712	806	22	231	0	23	0	0	4294967295
182	erudnint	0	2	715	793	4	0	-770	-182	54	0	0	24	0	0	4294967295
186	butcher	0	4	1355	3239	11.75	0	410.05	-9171.42	10	231	0	69	0	0	4294967295
187	oasis	0	3	0	0	3	0	0	0	3	0	0	93	0	0	4294967295
197	highkeep	0	2	-90	105	3.75	0	-90	-105	3.75	0	0	5	0	0	3
214	qeynos	0	5	276	-552	-52	0	339	-175	-67	231	0	45	0	0	4294967295
310	westwastes	0	2	-2850	495	-196	0	-100	2000	3.24	0	0	123	0	0	4294967295
311	necropolis	0	1	0	0	0	0	0	0	0	0	0	120	0	0	4294967295
312	westwastes	0	3	1460	700	-195	0	-500	-2000	-42	84	0	124	0	0	4294967295
336	felwithea	0	2	350	-720	-10	0	244	-834	-10	0	0	62	0	0	4294967295
337	felwithea	0	3	40	210	4	0	-1931	-2632	21	65	0	54	0	0	4294967295
338	gfaydark	0	1	-1934	-2597	23	0	40	200	4	187	0	61	0	0	4294967295
339	gfaydark	0	2	-2612	-1112	3.13	0	2175	-1202	3.13	99.4	0	57	0	0	4294967295
340	gfaydark	0	3	-1641	2665	3.13	0	-1320	-3082	3.13	28	0	68	0	0	4294967295
341	gfaydark	0	4	2600	-55	19	0	-660	162	4	0	0	58	0	0	4294967295
342	gfaydark	0	177	0	0	0	0	838	882	-157	231	0	202	0	0	4294967295
343	gfaydark	0	178	0	0	0	0	812	97	-157	231	0	202	0	0	4294967295
345	crushbone	0	1	-632	163	3.13	0	2608	-55	18.5	130	0	54	0	0	4294967295
346	gunthak	0	1	-1081	2492	70	0	560	520	5	150	0	225	0	0	4294967295
347	gunthak	0	2	999999	-963.5	15	0	-1545	-4110	-375	0	0	100	0	0	4294967295
348	gunthak	0	3	-2290	1720	-50	0	-660	420	-25	0	0	227	0	0	4294967295
349	gunthak	0	4	-3803	2894	559	0	-1349	-644	-40	5	0	227	0	0	4294967295
370	felwitheb	0	1	240	-835	-10	0	344	-720	-10	128	0	61	0	0	4294967295
371	felwitheb	0	2	0	0	0	0	524	-497	-2	0	0	62	0	0	4294967295
372	felwitheb	0	3	0	0	0	0	583	-602	-5	0	0	62	0	0	4294967295
373	felwitheb	0	4	0	0	0	0	484	-717	-4	0	0	62	0	0	4294967295
374	felwitheb	0	5	0	0	0	0	301	-587	-10	0	0	62	0	0	4294967295
375	felwitheb	0	6	0	0	0	0	301	-587	-10	0	0	62	0	0	4294967295
376	felwitheb	0	7	0	0	0	0	301	-587	-10	0	0	62	0	0	4294967295
377	freporte	0	9	100	-64	-24	0	-418	-622	-28	0	0	9	0	0	4294967295
378	freporte	0	10	448	-360	-28	0	-84	-926	-28	231	0	9	0	0	4294967295
379	freporte	0	11	-1200	-670	-50	0	4154	207	-27	128	0	34	0	0	4294967295
380	freporte	0	53	-155	344	-94	0	-740	-1632	-94	98	0	9	0	0	4294967295
381	freportw	0	5	149	-716	-11	0	12	-656	-55	231	0	9	0	0	4294967295
382	freportw	0	6	96	-652	-39	0	147	-682	-13	231	0	9	0	0	4294967295
383	freportw	0	7	270	-699	-25	0	-376	-83	999999	0	0	8	0	0	4294967295
384	freportw	0	8	225	-126	-10	0	-415	491	999999	0	0	8	0	0	4294967295
385	freportw	0	9	-84	-926	-28	0	448	-360	-28	65	0	10	0	0	4294967295
386	freportw	0	10	-418	-622	-28	0	100	-64	-24	130	0	10	0	0	4294967295
387	freportw	0	12	-28	800	-24	0	999999	-1592	-54	63	0	22	0	0	4294967295
388	freportw	0	51	1585	-272	2	0	372	722	-8	65	0	8	0	0	4294967295
389	freportw	0	52	719	-586	-20	0	-2	-441	-18	231	0	8	0	0	4294967295
390	freportw	0	53	-740	-1632	-94	0	-155	344	-94	231	0	10	0	0	4294967295
391	freportw	0	177	0	0	0	0	-406	-234	-157	2	0	202	0	0	4294967295
392	freportn	0	7	-379	-83	-25	0	267	-700	999999	126.9	0	9	0	0	4294967295
393	freportn	0	8	-415	491	-11	0	227	-124	999999	125	0	9	0	0	4294967295
394	freportn	0	51	372	722	-11	0	1590	-275	4	160	0	9	0	0	4294967295
395	freportn	0	52	-6	-436	-20	0	730	-581	-18	0	0	9	0	0	4294967295
396	grobb	0	1	-140	50	4	0	-2827	-665.3	-30	127.5	0	46	0	0	4294967295
397	halas	0	1	-692.79	-77.88	3.13	0	3684	380	5	98	0	30	0	0	4294967295
398	kaladima	0	1	-64.45	42.17	3.13	0	3131	-179	3.13	130	0	68	0	0	4294967295
399	kaladima	0	2	419.97	333.59	-18.15	0	416	340	-22	231	0	67	0	0	4294967295
400	kaladima	0	3	390	-264	3.13	0	354	-224	4	231	0	67	0	0	4294967295
401	kaladimb	0	1	416	340	-22	0	419.97	333.59	-18.15	160	0	60	0	0	4294967295
402	kaladimb	0	2	354	-224	4	0	390	-264	4	100	0	60	0	0	4294967295
403	katta	0	1	725.45	-666.83	2.13	0	-59	1801	-36	0	0	172	0	0	4294967295
404	katta	0	2	-1791	-1044	-266.87	0	-183	-1976	95	231	0	170	0	0	4294967295
405	katta	0	3	-1791	-897	-266.87	0	-32	-1977	95	231	0	170	0	0	4294967295
407	katta	0	7	0	0	0	0	-907	-96	73	128	0	160	0	0	4294967295
408	katta	0	8	0	0	0	0	-907	-96	143	128	0	160	0	0	4294967295
409	katta	0	9	0	0	0	0	-907	-96	210	128	0	160	0	0	4294967295
410	katta	0	10	0	0	0	0	-760	-100	4	0	0	160	0	0	4294967295
411	katta	0	11	0	0	0	0	-163	-1085	-266	0	0	160	0	0	4294967295
412	katta	0	12	0	0	0	0	-163	-1085	-266	0	0	160	0	0	4294967295
413	neriaka	0	1	0	0	0	0	-242	999999	999999	231	0	41	0	0	4294967295
414	neriaka	0	2	86	-354	-11	0	999999	-367	999999	231	0	41	0	0	4294967295
415	neriaka	0	3	29	155	30	0	2299.79	-1108.24	2.19	64	0	25	0	0	3
416	neriakb	0	1	0	0	0	0	-247	999999	999999	190	0	40	0	0	4294967295
417	neriakb	0	2	86	-401	-11	0	999999	-361	999999	67	0	40	0	0	4294967295
418	neriakb	0	3	200	-852	-39	0	206	999999	999999	231	0	42	0	0	4294967295
419	neriakc	0	1	205	-852	-39	0	200	999999	999999	130.8	0	41	0	0	4294967295
420	neriakc	0	2	0	0	0	0	-876	1146	-1	252	0	57	0	0	4294967295
425	nexus	0	0	0	0	0	0	3113	9655	1047	251	0	86	0	0	4294967295
426	nexus	0	2	420	25	-26	0	2045	-345	-63	64	0	161	0	0	4294967295
427	nexus	0	3	0	0	0	0	170	1570	-57	231	0	150	0	0	4294967295
428	nexus	0	4	-412	-88	-56	0	-45	187	2.3	192	0	151	0	0	4294967295
429	nexus	0	6	0	0	0	0	-2068	-3590	-94	128	0	165	0	0	4294967295
430	nexus	0	7	0	0	0	0	1167	3255	112	128	0	166	0	0	4294967295
431	nexus	0	8	0	0	0	0	1166	-232	59	0	0	159	0	0	4294967295
432	nexus	0	9	0	0	0	0	170	1479	-55	0	0	150	0	0	4294967295
433	nexus	0	10	0	0	0	0	636	-550	3	0	0	160	0	0	4294967295
434	nexus	0	11	0	0	0	0	-3685	1209	-5	0	0	13	0	0	4294967295
435	nexus	0	12	0	0	0	0	3047	9658	1052	249	0	86	0	0	4294967295
436	nexus	0	13	-42	-432	-37	0	170	1571	-50	0	0	150	0	0	4294967295
437	nexus	0	14	0	0	0	0	-420	-1858	-15	128	0	170	0	0	4294967295
438	nexus	0	25	0	0	0	0	-1249	-623	-29	0	0	169	0	0	4294967295
439	nexus	0	77	0	0	0	0	381	-76	-157	1	0	202	0	0	4294967295
440	oggok	0	1	-395	-100	3.75	0	1609	901.4	58	126	0	47	0	0	4294967295
452	poknowledge	0	1	0	0	0	0	-513	-1260	9	3	0	33	0	0	4294967295
453	poknowledge	0	2	0	0	0	0	-188	-734	-3	174	0	54	0	0	4294967295
454	poknowledge	0	3	0	0	0	0	1726	-523	-1	45	0	68	0	0	4294967295
455	poknowledge	0	4	0	0	0	0	2835	-31	-62	197	0	30	0	0	4294967295
456	poknowledge	0	5	0	0	0	0	-2223	-1824	-1	244	0	54	0	0	4294967295
457	poknowledge	0	6	0	0	0	0	2327	-538	-42	119	0	38	0	0	4294967295
458	poknowledge	0	7	0	0	0	0	48	442	-29	135	0	152	0	0	4294967295
459	poknowledge	0	8	0	0	0	0	-41	-1811	391	0	0	118	0	0	4294967295
460	poknowledge	0	9	0	0	0	0	-2970	-2433	-215	236	0	165	0	0	4294967295
461	poknowledge	0	10	0	0	0	0	219	487	2	11	0	2	0	0	4294967295
462	poknowledge	0	11	0	0	0	0	774	-1463	-878	131	0	203	0	0	4294967295
463	poknowledge	0	12	0	0	0	0	-455	4673	9	128	0	84	0	0	4294967295
464	poknowledge	0	13	0	0	0	0	-658	76	-32	255	0	9	0	0	4294967295
465	poknowledge	0	14	0	0	0	0	-1329	931	-109	248	0	56	0	0	4294967295
466	poknowledge	0	15	0	0	0	0	-2980	1845	11	3	0	78	0	0	4294967295
467	poknowledge	0	16	0	0	0	0	-706	-40	-25	216	0	46	0	0	4294967295
468	poknowledge	0	17	0	0	0	0	705	-349	-4	20	0	25	0	0	3
469	poknowledge	0	18	0	0	0	0	908	-163	-9	248	0	47	0	0	4294967295
470	poknowledge	0	19	0	0	0	0	3133	1888	-51	128	0	93	0	0	4294967295
471	poknowledge	0	20	0	0	0	0	-2347	272	-47	116	0	38	0	0	4294967295
472	qeynos	0	3	0	0	0	0	230	-64	-80	129	0	45	0	0	4294967295
473	qeynos	0	4	177	-477	-16	0	307	-184	-38	250	0	45	0	0	4294967295
474	qeynos	0	22	-185	149	-64	0	-175	147	-77	231	0	45	0	0	4294967295
475	qeynos	0	33	-151	-596	-25	0	217	-301	-38	195	0	45	0	0	4294967295
476	qeynos2	0	1	0	0	0	0	-168	-714	-10	231	0	2	0	0	4294967295
477	qeynos2	0	2	0	0	0	0	-30	-153	9	250	0	2	0	0	4294967295
478	qeynos2	0	4	0	0	0	0	-175	141	-80	128	0	45	0	0	4294967295
479	qeynos2	0	5	175	90	-39	0	637	105	-38	231	0	45	0	0	4294967295
480	qeynos2	0	6	194	348	-27	0	889	217	-50	231	0	45	0	0	4294967295
481	qeynos2	0	14	0	0	0	0	893	756	-82	0	0	2	0	0	4294967295
482	qeynos2	0	77	0	0	0	0	147	-289	-157	127	0	202	0	0	4294967295
483	qeynos2	0	99	308	-161	4	0	1057	-49	-43	127	0	45	0	0	4294967295
484	qcat	0	1	-175	147	-77	0	-189	127	-90	65	0	1	0	0	4294967295
485	qcat	0	2	217	-301	-38	0	-147	-608	-24	65	0	1	0	0	4294967295
486	qcat	0	3	307	-184	-38	0	175	-483	-27	231	0	1	0	0	4294967295
487	qcat	0	4	339	-175	-67	0	273	-553	-62	231	0	1	0	0	4294967295
488	qcat	0	5	637	105	-40	0	175	90	-38	231	0	2	0	0	4294967295
489	qcat	0	6	889	217	-50	0	190	340	-30	231	0	2	0	0	4294967295
490	qcat	0	7	0	0	0	0	1122	-852	-50	19	0	38	0	0	4294967295
491	qcat	0	99	1051	-49	-58	0	302	-161	-13	231	0	2	0	0	4294967295
492	rivervale	0	98	-373	-282	4	0	2022	3825	463	132	0	20	0	0	4294967295
493	rivervale	0	99	-77	96	4	0	410	-2552	-4	6.1	0	33	0	0	4294967295
494	sseru	0	1	1150	390	59.8	0	-2140	-1064	-27	32	0	168	0	0	4294967295
495	sseru	0	2	1475	-306	59.8	0	-78	2078	89.8	245	0	174	0	0	4294967295
496	sseru	0	3	1475	-156	59.8	0	74	2089	89	128	0	174	0	0	4294967295
497	sseru	0	6	0	0	0	0	0	0	-25	0	0	152	0	0	4294967295
498	sseru	0	8	0	0	0	0	1166	-232	59	0	0	159	0	0	4294967295
499	sseru	0	188	0	0	0	0	1017	-12	225	248	0	159	0	0	4294967295
500	sseru	0	189	0	0	0	0	1016	-447	225	249	0	159	0	0	4294967295
501	sseru	0	191	0	0	0	0	-137	281	157	252	0	159	0	0	4294967295
502	sseru	0	192	0	0	0	0	82	64	157	120	0	159	0	0	4294967295
503	sseru	0	193	0	0	0	0	-22	65	122	124	0	159	0	0	4294967295
504	sseru	0	194	0	0	0	0	-132	179	122	247	0	159	0	0	4294967295
505	sseru	0	195	0	0	0	0	-132	-743	157	3	0	159	0	0	4294967295
506	sseru	0	196	0	0	0	0	82	-526	157	119	0	159	0	0	4294967295
507	sseru	0	197	0	0	0	0	-17	-533	122	128	0	159	0	0	4294967295
508	sseru	0	198	0	0	0	0	-134	-642	122	252	0	159	0	0	4294967295
509	sseru	0	201	0	0	0	0	-730	280	157	3	0	159	0	0	4294967295
510	sseru	0	202	0	0	0	0	-947	65	157	132	0	159	0	0	4294967295
511	sseru	0	203	0	0	0	0	-844	66	122	127	0	159	0	0	4294967295
512	sseru	0	204	0	0	0	0	-730	179	122	254	0	159	0	0	4294967295
513	sseru	0	205	0	0	0	0	-944	-528	157	122	0	159	0	0	4294967295
514	sseru	0	206	0	0	0	0	-724	-746	157	247	0	159	0	0	4294967295
515	sseru	0	207	0	0	0	0	-730	-643	122	247	0	159	0	0	4294967295
516	sseru	0	208	0	0	0	0	-843	-531	122	120	0	159	0	0	4294967295
517	sseru	0	209	0	0	0	0	-282	-372	130	124	0	159	0	0	4294967295
518	sseru	0	210	0	0	0	0	-579	-92	193	253	0	159	0	0	4294967295
519	sseru	0	211	0	0	0	0	1148	367	59	121	0	159	0	0	4294967295
520	sseru	0	212	0	0	0	0	995	-133	59	246	0	159	0	0	4294967295
521	sseru	0	213	0	0	0	0	987	-331	59	251	0	159	0	0	4294967295
522	shadowhaven	0	1	172	1489	-55	0	0	0	-30	231	0	152	0	0	4294967295
523	shadowhaven	0	2	381.5	1780	-55	0	835	-900	-28	35.6	0	153	0	0	4294967295
524	shadowhaven	0	3	-1120	1627.8	-74.9	0	-1000	-81	0	65	0	153	0	0	4294967295
525	shadowhaven	0	4	-1080	329.2	-29.81	0	-2122	1059	-315	192	0	156	0	0	4294967295
526	shadowhaven	0	6	0	0	0	0	190	1300	-55	231	0	150	0	0	4294967295
527	shadowhaven	0	7	0	0	0	0	190	1230	-109	231	0	150	0	0	4294967295
528	shadowhaven	0	8	320	793	-100	0	-167	-355	2	256	0	151	0	0	4294967295
529	shadowhaven	0	9	320	675	-100	0	-138	-355	2	128	0	151	0	0	4294967295
530	shadowhaven	0	10	-635	235	-165	0	-1323	25	60	64	0	153	0	0	4294967295
531	shadowhaven	0	11	-1085	341	-28	0	-2122	1059	-315	128	0	156	0	0	4294967295
533	sharvahl	0	1	-1650	500	-212	0	-2068	-3585	-94	65	0	165	0	0	4294967295
534	sharvahl	0	2	1675	-490	-212	0	1170	3260	111	194	0	166	0	0	4294967295
537	qrg	0	5	0	0	0	0	5100.9	196.7	-1	128	0	4	0	0	4294967295
538	qrg	0	7	0	0	0	0	1315	1790	-13	128	0	181	0	0	4294967295
539	thurgadina	0	1	-1227	-22	-2	0	49	-114	100	128	0	118	0	0	4294967295
540	thurgadina	0	2	-665	-88	-95	0	-760	-78	-95	0	0	129	0	0	4294967295
541	thurgadina	0	3	240	35	3	0	106	45	3	0	0	129	0	0	4294967295
542	thurgadinb	0	1	112	43	2	0	240	35	3	128	0	115	0	0	4294967295
543	thurgadinb	0	2	0	0	0	0	-1643	2080	132	0	0	118	0	0	4294967295
544	thurgadinb	0	3	-760	-78	-95	0	-665	-88	-95	128	0	115	0	0	4294967295
549	butcher	0	1	-1312	-3070	3.75	0	-1650	2673	1	231	0	54	0	0	4294967295
550	butcher	0	2	3114.75	-186.57	3.75	0	-64	42	4	0	0	60	0	0	4294967295
551	butcher	0	3	-2929	-344	3.75	0	2856	262	473	88	0	70	0	0	4294967295
552	butcher	0	77	0	0	0	0	829	474	-157	231	0	202	0	0	4294967295
555	cobaltscar	0	1	1573	1629	71	0	-598	70	-93	0	0	125	0	0	4294967295
556	cobaltscar	0	10	-670	893	405	0	449	-328	43.72	0	0	114	0	0	4294967295
557	cauldron	0	1	2856	262	472.47	0	-2935	-337	3.13	231	0	68	0	0	4294967295
558	cauldron	0	2	-1167	-1013	-330	0	100	30	326	191	0	64	0	0	4294967295
559	cauldron	0	3	-2002.06	-627.76	93.15	0	64	330	3.13	155	0	63	0	0	4294967295
560	dawnshroud	0	1	-72.63	2091	89	0	1469	-305	60.1	128	0	159	0	0	4294967295
561	dawnshroud	0	2	2090.11	-107.57	87	0	-696	71	4.1	192	0	161	0	0	4294967295
562	dawnshroud	0	3	-1949	-862	102	0	-1.9	3502	-6.1	190.4	0	163	0	0	4294967295
563	dawnshroud	0	4	-713	-2049	51	0	1015	2045	-210	126.8	0	173	0	0	4294967295
564	dawnshroud	0	5	74	2089	89	0	1443	-145	60.1	128	0	159	0	0	4294967295
565	dawnshroud	0	6	2097	-244.48	87	0	-696	-54	4.1	64	0	161	0	0	4294967295
573	dulak	0	1	782	-578	56	0	-321	-629	3	231	0	226	0	0	4294967295
574	dulak	0	2	582	526	3	0	-1048.5	2520	69	231	0	224	0	0	4294967295
575	ecommons	0	1	-2462	-105	3.13	0	2604	2903	3.13	231	0	34	0	0	4294967295
581	eastwastes	0	1	-4471	-5901	560	0	999999	10700	999999	192	0	110	0	0	4294967295
582	eastwastes	0	2	-6248	7020	-301	0	-11.95	-653.84	124	65.9	0	113	0	0	4294967295
583	eastwastes	0	3	-1813	6638	144	0	-1785	-5103	233	65	0	118	0	0	4294967295
584	eastwastes	0	5	-4073	478	145	0	487	303	-74	195	0	121	0	0	4294967295
585	eastwastes	0	13	-7250	14	160	0	-40	1	3.13	231	0	128	0	0	4294967295
590	everfrost	0	1	3700	370	3	0	-676	-76.46	3.13	231	0	29	0	0	4294967295
591	everfrost	0	2	-3061	-530	-109	0	95	-340	4	125	0	17	0	0	4294967295
592	everfrost	0	3	2020	-7048	-60	0	-60	100	4	195	0	73	0	0	4294967295
594	everfrost	0	77	0	0	0	0	846	131	-157	231	0	202	0	0	4294967295
615	greatdivide	0	0	-1898	-2697	-44	0	0	0	-32	0	0	152	0	0	4294967295
616	greatdivide	0	1	-1773	-5116	225	0	-1769	6675	197	191	0	116	0	0	4294967295
617	greatdivide	0	2	59	-142	100	0	-1230	-22	-1	4	0	115	0	0	4294967295
618	greatdivide	0	3	-6780	3336	-36	0	589	-72	-152	128	0	112	0	0	4294967295
619	greatdivide	0	4	0	0	0	0	-1410	-395	114	0	0	126	0	0	4294967295
620	greatdivide	0	77	0	0	0	0	393	-235	-157	231	0	202	0	0	4294967295
621	thegrey	0	1	-2120	360	-60	0	1401	-2	50	84	0	169	0	0	4294967295
622	thegrey	0	2	38	-65	-44	0	-34	-25	3	64	0	162	0	0	4294967295
623	thegrey	0	3	630	-2050	4.7	0	779	1965	-39	128	0	175	0	0	4294967295
624	grimling	0	1	866.37	1929	-268	0	30	-663	4	130	0	154	0	0	4294967295
625	grimling	0	2	-1791	-1202	36	0	3326	-2528	266	96	0	166	0	0	4294967295
626	grimling	0	3	1582	-694	60	0	-1749	-1133	-23	231	0	172	0	0	4294967295
633	hollowshade	0	1	1178.12	3261.23	111.34	0	1657.48	-480.4	-212.87	71.6	0	155	0	0	4294967295
634	hollowshade	0	2	3325.32	-2529.82	265.81	0	-1790	-1213	37	32	0	167	0	0	4294967295
635	hollowshade	0	3	-1638.63	3044.05	-125.19	0	1584	-338	124	130	0	156	0	0	4294967295
637	iceclad	0	1	-4499.89	10661.5	559.85	0	999999	-5915	999999	64	0	116	0	0	4294967295
638	iceclad	0	7	1725	2865	120	0	100	200	0	0	0	111	0	0	4294967295
639	iceclad	0	9	3932.79	-20339.3	-33.61	0	810	-840	-3	0	0	34	0	0	4294967295
640	innothule	0	1	2569.11	1140.77	-24.78	0	-3203	1098	-21	192.2	0	35	0	0	4294967295
641	innothule	0	2	-1131.29	1893.76	-9.22	0	-1102	-3100.5	-9	8	0	47	0	0	4294967295
642	innothule	0	3	-2763.64	-615.55	-31.44	0	-84.9	0.2	3	255.9	0	52	0	0	4294967295
643	innothule	0	4	140.98	-827.97	-8.37	0	-36	7.4	3	255.5	0	65	0	0	4294967295
644	innothule	0	77	0	0	0	0	-812	95	-157	231	0	202	0	0	4294967295
647	kerraridge	0	1	417	-945	23.8	0	-512	2653	-34	198	0	38	0	0	4294967295
648	kithicor	0	1	560	4890	693	0	-979	91	4	14	0	5	0	0	3
649	kithicor	0	2	2007	3825	465	0	-369	-282	4	251	0	19	0	0	4294967295
658	lavastorm	0	0	75	-10	-53	0	3107	289	-17	88	0	25	0	0	3
663	lfaydark	0	1	920	-2185	-1	0	579	2205	-112	231	0	56	0	0	4294967295
664	lfaydark	0	2	2180	-1190	12	0	-2624	-1113	1	0	0	54	0	0	4294967295
665	lfaydark	0	3	-1110	3360	4	0	-347	126	-182	231	0	59	0	0	4294967295
666	lfaydark	0	9	-120	3875	-38	0	910	-1775	-75	226	0	42	0	0	4294967295
667	maiden	0	1	1005	2125	-231	0	-710	-2035	52	128	0	174	0	0	4294967295
668	maiden	0	2	-2292	256	-156	0	-1430	-70	23	0	0	179	0	0	4294967295
669	maiden	0	3	-2235	80	-156	0	-1430	180	23	0	0	179	0	0	4294967295
670	maiden	0	4	-270	-2100	-151	0	-575	2115	23	128	0	176	0	0	4294967295
671	mseru	0	1	-2150	-1080	-25	0	1151	389	59	191	0	159	0	0	4294967295
672	mseru	0	2	600	-1836	-22	0	525	1020	72	192	0	161	0	0	4294967295
673	mseru	0	3	2165	-1175	155	0	-1390	-687	11	50	0	169	0	0	4294967295
674	mseru	0	4	473	-1836	-22	0	398	1031	72	192	0	161	0	0	4294967295
675	misty	0	1	-835	1427	-7	0	228	152	6	106	0	11	0	0	4294967295
676	misty	0	2	407	-2588	-7	0	-79	78	5	190	0	19	0	0	4294967295
677	misty	0	77	0	0	0	0	830	1227	-157	255	0	202	0	0	4294967295
678	letalis	0	1	1425	15	45	0	-2113	353	-59	233	0	171	0	0	4294967295
679	letalis	0	2	-1425	-700	20	0	2139	-1170	161	83	0	168	0	0	4294967295
681	nadox	0	1	-1350	-610	-40	0	-3795	2900	558	192	0	224	0	0	4294967295
682	nadox	0	2	-1705	1535	-103	0	110	-1030	0	128	0	228	0	0	4294967295
683	nadox	0	3	-665	420	-29	0	-2260	1690	-50	0	0	224	0	0	4294967295
684	nadox	0	4	5	-1580	7.8	0	1165	-6	-20	165	0	226	0	0	4294967295
686	nro	0	1	0	0	0	0	-1097	-648	-50	254	0	10	0	0	4294967295
687	nro	0	2	0	0	0	0	2501.1	83.3	43.9	134	0	37	0	0	4294967295
688	nro	0	3	0	0	0	0	-2461	-152	4	51	0	22	0	0	4294967295
689	nro	0	4	0	0	0	0	5330	390	-15	66	0	110	0	0	4294967295
691	northkarana	0	4	-3686	1206	-7	0	0	0	-25	0	0	152	0	0	4294967295
692	oasis	0	1	0	0	0	0	-1824.3	395.4	12.4	0	0	34	0	0	4294967295
693	oasis	0	2	-1876	255	5	0	1530	95.6	7	128	0	35	0	0	4294967295
700	qeytoqrg	0	1	-350	999999	-4	0	1395	999999	4	131	0	2	0	0	4294967295
701	qeytoqrg	0	2	1211	-2468	-1	0	36	45	-3.2	164	0	12	0	0	4294967295
703	qeytoqrg	0	3	3430	-1135	4	0	-162.1	16.05	3.8	65	0	17	0	0	4294967295
704	qeytoqrg	0	4	5200	91	-3	0	-611	114	4	0	0	3	0	0	4294967295
725	rathemtn	0	1	3410	3040	0	0	2518	-2282	4	36	0	51	0	0	4294967295
726	rathemtn	0	2	415	-3100	3.75	0	377	3424	2	130	0	47	0	0	4294967295
727	scarlet	0	1	2270	-500	10.1	0	-99	932	-80	0	0	163	0	0	4294967295
728	scarlet	0	2	-1120	-1810	-98.7	0	-1187	2001	-29	0	0	170	0	0	4294967295
729	scarlet	0	3	780	1960	-39.7	0	631	-2049	4	64	0	171	0	0	4294967295
730	shadeweaver	0	1	-2070	-3600	-94	0	-1685	495	-212	64	0	155	0	0	4294967295
731	shadeweaver	0	3	2430	-470	-381	0	-3906	-288	196	64	0	156	0	0	4294967295
733	shadeweaver	0	77	0	0	0	0	-293	364	-157	127	0	202	0	0	4294967295
738	sro	0	1	1528	184	6.2	0	-1899	95.6	7	11.2	0	37	0	0	4294967295
739	sro	0	2	-3195	1130	-23.1	0	2563	1153	-23	117.1	0	46	0	0	4294967295
740	southkarana	0	1	-8554	1144	3	0	4374	1151	1	129	0	51	0	0	4294967295
741	steamfont	0	1	-2062	528	-110	0	54	-77	4	72	0	55	0	0	4294967295
742	steamfont	0	2	581	2208	-109	0	918	-2177	-4	32	0	57	0	0	4294967295
