181	A_mind_burrower_Spell	0	2820	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
182	A_mind_worm	0	2820	15	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
183	a_coterie_centurion_spell	0	2690	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
184	a_small_mushroom_spells	0	2840	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
185	a_patog_phlarg_fiend_spells	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
186	a_sun_revenant_spell	0	2960	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
187	#Disciple_of_Sun	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
188	#Gozzrem_AOE_plusparent	1	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
189	#Telkorenar	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
190	#a_glyph_covered_serpent	0	2810	30	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
191	#Nilasz_the_Devourer	0	2913	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
192	#Ssraeshzian_Blood_Priest	1	2806	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
193	#Ssraeshzian_Death_Priest	1	2806	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
194	#Ssraeshzian_Plague_Priest	1	2806	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
195	#Ssraeshzian_Terror_Priest	1	2806	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
196	#Vyzh`dra_the_Banished	0	2811	30	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
197	#Vyzh`dra_the_Cursed	0	-1	6	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
198	#Yasiz_the_Devourer	0	2913	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
199	A_Bone_Spiked_Golem	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
200	a_chapel_guard	9	2806	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
201	default cl	177	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
202	High_Priest_of_Ssraeshza	1	2805	30	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
203	Xerkizh_The_Creator	6	2913	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
204	Thought_Horror_Overfiend	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
205	a_boulderling	0	2802	20	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
206	a_timeless_golem	0	2827	15	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
207	A_Dark_Assassin	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
208	#Advisor_Zekuzh	2	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
209	#Rhozth_Ssravizh	9	2913	15	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
210	#Rhozth_Ssrakezh	9	2913	15	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
211	enraged_dread_wolf	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
212	an_essence_carrier	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
213	Master_Yael	2	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
214	Gwan	0	793	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
215	#Praetorian_Myral	0	-1	4	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
216	#Servitor_of_Luclin	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
217	#Stonemason_Galt	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
218	a_phase_spider	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
219	FG_fungusbeast	0	2856	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
220	a_Chakta_Fungus_Healer	1	2856	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
221	a_Chakta_Fungus_Priest	6	2856	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
222	#Chakiza	1	2856	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
223	#Chakno	6	2856	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
224	a_Xakra_Sei	0	2802	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
225	Necro Epic 2 Proc	0	6315	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
226	Necro Epic 1.5 Proc	0	6303	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
227	#Emperor_Ssraeshza_	0	2981	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
228	#Lord_Inquisitor_Seru	0	1968	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
229	#Aten_Ha_Ra_DT	0	-1	15	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
230	#Kaas_Thox_Xi_Ans_Dyek	0	-1	15	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
231	#Kaas_Thox_Xi_Aten_Ha_Ra	0	2162	15	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
232	#Thall_Va_Kelun	0	2160	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
233	#Thall_Va_Xakra	0	2157	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
234	#Va_Xi_Aten_Ha_Ra	0	2162	15	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
235	#Zelnithak	0	2074	15	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
236	Akhevan_Warder	0	2140	100	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
237	#Diabo_Xi_Xin_Thall	1	2165	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
238	#Diabo_Xi_Va_Temariel	2	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
239	#Diabo_Xi_Va	2	-1	15	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
241	Soulbinder_Karyin	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
242	Captain_Varns	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
243	Taskmaster_Luga	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
244	Overlord_Ngrub	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
245	#Spiritseeker_Nadox	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
246	Greater_Corrupted_Pusling	0	1054	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
247	Greater_Foul_Pusling	0	1055	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
248	The_Seventh_Hammer	0	1109	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
249	Priest_of_Discord	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
250	#Hobgoblin_Horrorfiend	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
251	Mujaki_the_Devourer	0	3000	25	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
252	#Aramin_the_Spider_Guardian	0	1114	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
253	#Grummus	0	1112	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
254	#Gryme_the_Crypt_Guardian	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
255	Manaetic_Behemoth	0	1077	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
256	Manaetic_Prototype_XI	0	1074	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
257	a_clockwork_device	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
258	#a_greasy_clockwork	0	1085	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
259	#Junk_Beast	0	1085	10	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
260	Sorrowsong	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
261	A_blood_raven_hatchling	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
262	A_Boruk_ravager	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
263	A_Kaniz_ravager	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
264	Saryrn	0	-1	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
265	A_Crystalline_Golem	0	3223	3	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
266	#Aerin`Dar	0	3226	5	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
