153	Radiant Cure	-1	546	65535	127	131071	0	2	0	0	459	1
154	Hastened Divinity	-1	2	65535	127	131071	0	3	0	0	462	1
156	Hastened Purification of the Soul	-1	2	65535	127	131071	0	3	0	0	468	1
157	Hastened Gathering	-1	8192	65535	127	131071	0	3	0	0	471	1
158	Hastened Rabidity	-1	512	65535	127	131071	0	3	0	0	474	1
159	Hastened Exodus	-1	2080	65535	127	131071	0	3	0	0	477	1
160	Hastened Root	-1	2048	65535	127	131071	0	3	0	0	480	1
161	Hastened Mending	-1	21504	65535	127	131071	0	3	0	0	483	1
163	Hastened Instigation	-1	1	65535	127	131071	0	3	0	0	489	1
164	Hastened Rampage	-1	32769	65535	127	131071	0	3	0	0	492	1
165	Hastened Purification of the Body	-1	64	65535	127	131071	0	3	0	0	495	1
166	Hasty Exit	-1	256	65535	127	131071	0	3	0	0	498	1
167	Hastened Purification	-1	256	65535	127	131071	0	3	0	0	501	1
168	Hastened Nature's Fury	-1	32	65535	127	131071	0	3	0	0	14241	1
169	Divine Arbitration	-1	2	65535	127	131071	0	3	0	0	507	1
170	Wrath of the Wild	-1	32	65535	127	131071	0	3	0	0	510	1
171	Virulent Paralysis	-1	512	65535	127	131071	0	3	0	0	513	1
172	Harvest of Druzzil	-1	2048	65535	127	131071	0	3	0	0	516	1
173	Eldritch Rune	-1	8192	65535	127	131071	0	3	0	0	517	1
174	Servant of Ro	-1	4096	65535	127	131071	0	3	0	0	520	1
175	Wake the Dead	-1	1024	65535	127	131071	0	3	0	0	523	1
176	Suspended Minion	-1	30224	65535	127	131071	0	2	0	0	526	1
177	Spirit Call	-1	512	65535	127	131071	0	3	0	0	528	1
178	Wrath of the Forest Walker	-1	32	65535	127	131071	0	3	0	0	14244	1
179	Gift of Sylvan Spirits	-1	32	65535	127	131071	0	3	0	0	14249	1
180	Hand of Piety	-1	4	65535	127	131071	0	3	0	0	534	1
181	Mithaniel's Binding	-1	32769	65535	127	131071	0	3	0	0	537	1
182	Summon Personal Tribute Master	5	65535	65535	127	131071	0	4	0	1	5006	1
183	Extended Vinelash Cascade	-1	32	65535	127	131071	0	3	0	0	14254	1
184	Guardian of the Forest	-1	8	65535	127	131071	0	3	0	0	545	1
185	Spirit of the Wood	-1	32	65535	127	131071	0	3	0	0	548	1
186	Bestial Frenzy	-1	16384	65535	127	131071	0	3	0	0	551	1
187	Harmonious Attack	-1	128	65535	127	131071	0	3	0	0	556	1
188	Knight's Advantage	-1	20	65535	127	131071	0	3	0	0	561	1
189	Ferocity	-1	33097	65535	127	131071	0	2	0	0	564	1
190	Viscid Roots	-1	32	65535	127	131071	0	3	0	0	567	1
193	Feigned Minion	-1	1024	65535	127	131071	0	3	0	0	574	1
194	Unfailing Divinity	-1	2	65535	127	131071	0	3	0	0	577	1
195	Animation Empathy	-1	8192	65535	127	131071	0	3	0	0	580	1
196	Rush to Judgment	-1	4	65535	127	131071	0	3	0	0	583	1
197	Living Shield	-1	1	65535	127	131071	0	3	0	0	586	1
198	Consumption of the Soul	-1	16	65535	127	131071	0	3	0	0	589	1
199	Boastful Bellow	-1	128	65535	127	131071	0	3	0	0	592	1
200	Fervent Blessing	-1	4	65535	127	131071	0	3	0	0	593	1
201	Touch of the Wicked	-1	16	65535	127	131071	0	3	0	0	596	1
202	Punishing Blade	-1	32841	65535	127	131071	0	2	0	0	599	1
203	Speed of the Knight	-1	20	65535	127	131071	0	3	0	0	602	1
204	Shroud of Stealth	-1	256	65535	127	131071	0	3	0	0	605	1
205	Nimble Evasion	-1	256	65535	127	131071	0	3	0	0	606	1
206	Technique of Master Wu	-1	64	65535	127	131071	0	3	0	0	611	1
207	Host of the Elements	-1	4096	65535	127	131071	0	3	0	0	616	1
208	Call of Xuzl	-1	2048	65535	127	131071	0	3	0	0	619	1
209	Hastened Stealth	-1	256	65535	127	131071	0	3	0	0	622	1
210	Ingenuity	-1	33089	65535	127	131071	0	2	0	0	625	1
211	Fleet of Foot	-1	128	65535	127	131071	0	3	0	0	628	1
212	Fading Memories	-1	128	65535	127	131071	0	3	0	0	630	1
213	Tactical Mastery	-1	32769	65535	127	131071	0	3	0	0	631	1
214	Theft of Life	-1	1040	65535	127	131071	0	3	0	0	634	1
215	Fury of Magic	-1	13858	65535	127	131071	0	2	0	0	637	1
216	Extended Spirit of the Bear	-1	32	65535	127	131071	0	3	0	0	14259	1
217	Project Illusion	-1	8192	65535	127	131071	0	3	0	0	643	1
218	Headshot	-1	8	65535	127	131071	0	3	0	0	644	1
219	Entrap	-1	40	65535	127	131071	0	3	0	0	645	1
220	Sonic Displacement	-1	128	65535	127	131071	0	3	0	0	13528	1
221	Total Domination	-1	8192	65535	127	131071	0	3	0	0	649	1
222	Stalwart Endurance	-1	32769	65535	127	131071	0	3	0	0	652	1
223	Quick Summoning	-1	4096	65535	127	131071	0	3	0	0	655	1
224	Mental Clarity	-1	32446	65535	127	131071	0	2	0	0	658	1
225	Innate Regeneration	-1	65535	65535	127	131071	0	1	0	0	661	1
227	Extended Notes	-1	128	65535	127	131071	0	3	0	0	665	1
228	Hastened Warder's Gift	-1	16384	65535	127	131071	0	3	0	0	13463	1
229	Improved Reclaim Energy	-1	4096	65535	127	131071	0	3	0	0	671	1
230	Hastened Possum	-1	16384	65535	127	131071	0	3	0	0	13449	1
231	Shauri's Sonorious Clouding	-1	128	65535	127	131071	0	3	0	0	13527	1
232	Veil of the Underbrush	-1	32	65535	127	131071	0	3	0	0	14262	1
233	Packrat	-1	65535	65535	127	131071	0	1	0	0	678	1
234	Heightened Endurance  	-1	33089	65535	127	131071	0	2	0	0	683	1
235	Weapon Affinity	-1	49629	65535	127	131071	0	2	0	0	686	1
236	Secondary Forte	-1	15906	65535	127	131071	0	2	0	0	691	1
237	Persistent Casting	-1	32446	65535	127	131071	0	2	0	0	692	1
238	Tune of Pursuance	-1	128	65535	127	131071	0	3	0	0	695	1
239	Hastened Companion's Sacrifice	-1	16384	65535	127	131071	0	3	0	0	13474	1
240	Cheetah's Pounce	-1	16384	65535	127	131071	0	3	0	0	13483	1
241	Bloodlust	-1	16384	65535	127	131071	0	3	0	0	13484	1
242	Primal Fury	-1	16384	65535	127	131071	0	3	0	0	13485	1
244	Lure of the Siren's Song	-1	128	65535	127	131071	0	3	0	0	13529	1
245	Bestial Alignment	-1	16384	65535	127	131071	0	3	0	0	718	1
246	Hidden Communion of the Cheetah	-1	32	65535	127	131071	0	3	0	0	14265	1
247	Feral Swipe	-1	16384	65535	127	131071	0	3	0	0	723	1
248	Warder's Fury	-1	16384	65535	127	131071	0	3	0	0	724	1
249	Warder's Alacrity	-1	16384	65535	127	131071	0	3	0	0	729	1
250	Pet Affinity	-1	30224	65535	127	131071	0	2	0	0	734	1
251	Mastery of the Past	-1	16942	65535	127	131071	0	2	0	0	735	1
252	Spell Casting Subtlety	-1	546	65535	127	131071	0	2	0	0	738	1
254	Divine Avatar	-1	2	65535	127	131071	0	3	0	0	746	1
255	Exquisite Benediction	-1	2	65535	127	131071	0	3	0	0	749	1
256	Hastened Curing	-1	546	65535	127	131071	0	2	0	0	754	1
257	Nature's Boon	-1	32	65535	127	131071	0	3	0	0	757	1
258	Advanced Tracking	-1	32	65535	127	131071	0	3	0	0	762	1
259	Critical Affliction	-1	18104	65535	127	131071	0	2	0	0	767	1
260	Glacial Arrow	-1	8	65535	127	131071	0	3	0	0	13549	1
261	Doppelganger	-1	8192	65535	127	131071	0	3	0	0	773	1
262	Enhanced Forgetfulness	-1	8192	65535	127	131071	0	3	0	0	776	1
263	Mesmerization Mastery	-1	8192	65535	127	131071	0	3	0	0	781	1
264	Quick Mass Group Buff	-1	8192	65535	127	131071	0	3	0	0	782	1
265	Shared Health	-1	4096	65535	127	131071	0	3	0	0	785	1
266	Elemental Fury	-1	4096	65535	127	131071	0	3	0	0	790	1
267	Elemental Alacrity  	-1	4096	65535	127	131071	0	3	0	0	795	1
268	Elemental Agility	-1	4096	65535	127	131071	0	3	0	0	800	1
269	Elemental Durability	-1	4096	65535	127	131071	0	3	0	0	803	1
270	Sinister Strikes	-1	16841	65535	127	131071	0	3	0	0	806	1
271	Strikethrough	-1	64	65535	127	131071	0	3	0	0	807	1
272	Stonewall	-1	64	65535	127	131071	0	3	0	0	810	1
273	Rapid Strikes 	-1	64	65535	127	131071	0	3	0	0	815	1
274	Kick Mastery	-1	64	65535	127	131071	0	3	0	0	820	1
275	Heightened Awareness	-1	64	65535	127	131071	0	3	0	0	823	1
276	Destructive Force  	-1	64	65535	127	131071	0	3	0	0	828	1
278	Death's Fury  	-1	1040	65535	127	131071	0	3	0	0	834	1
279	Quickening of Death  	-1	1024	65535	127	131071	0	3	0	0	839	1
280	Group Perfected Invisibility to Undead	-1	14336	65535	127	131071	0	3	0	0	14281	1
281	Triple Backstab	-1	256	65535	127	131071	0	3	0	0	846	1
282	Hastened Piety	-1	4	65535	127	131071	0	3	0	0	849	1
283	Immobilizing Bash	-1	20	65535	127	131071	0	3	0	0	852	1
284	Vicious Smash	-1	20	65535	127	131071	0	3	0	0	855	1
285	Radiant Cure	-1	4	65535	127	131071	0	2	0	0	860	1
286	Purification  	-1	4	65535	127	131071	0	3	0	0	863	1
287	Precision of the Pathfinder	-1	8	65535	127	131071	0	3	0	0	864	1
288	Coat of Thistles	-1	8	65535	127	131071	0	3	0	0	867	1
289	Flaming Arrows	-1	8	65535	127	131071	0	3	0	0	872	1
290	Frost Arrows	-1	8	65535	127	131071	0	3	0	0	875	1
291	Perfected Invisibility to Undead	-1	14336	65535	127	131071	0	3	0	0	14282	1
292	Trap Circumvention  	-1	256	65535	127	131071	0	3	0	0	881	1
293	Quickened Stasis	-1	8192	65535	127	131071	0	3	0	0	14283	1
294	Virulent Venom  	-1	256	65535	127	131071	0	3	0	0	888	1
295	Extended Dreary Deeds	-1	8192	65535	127	131071	0	3	0	0	14286	1
296	Intense Hatred	-1	16	65535	127	131071	0	3	0	0	895	1
297	Quickened Frenzied Burnout	-1	4096	65535	127	131071	0	3	0	0	14289	1
299	Sturdiness	-1	1	65535	127	131071	0	3	0	0	907	1
300	Warlord's Tenacity  	-1	1	65535	127	131071	0	3	0	0	912	1
301	Strengthened Strike	-1	9	65535	127	131071	0	3	0	0	915	1
302	Extended Shielding	-1	1	65535	127	131071	0	3	0	0	918	1
303	Ro's Flaming Familiar  	-1	2048	65535	127	131071	0	3	0	0	921	1
304	E'ci's Icy Familiar  	-1	2048	65535	127	131071	0	3	0	0	922	1
305	Druzzil's Mystical Familiar  	-1	2048	65535	127	131071	0	3	0	0	923	1
306	Unknown AA 15819	-1	8	65535	127	131071	0	3	0	0	15819	1
307	Ward of Destruction  	-1	2048	65535	127	131071	0	3	0	0	926	1
308	Frenzied Devastation	-1	2048	65535	127	131071	0	3	0	0	931	1
309	Combat Fury	-1	32769	65535	127	131071	0	2	0	0	934	1
310	Combat Fury	-1	256	65535	127	131071	0	3	0	0	937	1
311	Combat Fury	-1	8	65535	127	131071	0	3	0	0	940	1
312	Quickened Host of the Elements	-1	4096	65535	127	131071	0	3	0	0	14292	1
313	Hastened Companion's Relocation	-1	30224	65535	127	131071	0	3	0	0	14295	1
314	Veteran's Wrath	-1	8	65535	127	131071	0	3	0	0	1047	1
315	Planar Durability	-1	32788	65535	127	131071	0	3	0	0	952	1
316	Innate Enlightenment	-1	546	65535	127	131071	0	2	0	0	955	1
317	Dire Charm	-1	32	65535	127	131071	0	3	0	0	960	1
318	Dire Charm	-1	1024	65535	127	131071	0	3	0	0	961	1
319	Touch of the Divine	-1	2	65535	127	131071	0	3	0	0	962	1
320	Swarm of Decay	-1	1024	65535	127	131071	0	3	0	0	967	1
321	Call of the Ancients	-1	512	65535	127	131071	0	3	0	0	970	1
322	Innate See Invis	-1	65535	65535	127	131071	0	1	0	0	1388	1
323	Virulent Talon	-1	4096	65535	127	131071	0	3	0	0	14307	1
324	Blacksmithing Mastery	6	65535	65535	127	131071	0	1	0	0	979	1
325	Baking Mastery	6	65535	65535	127	131071	0	1	0	0	982	1
326	Brewing Mastery	6	65535	65535	127	131071	0	1	0	0	985	1
327	Fletching Mastery	6	65535	65535	127	131071	0	1	0	0	988	1
328	Pottery Mastery	6	65535	65535	127	131071	0	1	0	0	991	1
329	Tailoring Mastery	6	65535	65535	127	131071	0	1	0	0	994	1
330	Salvage	6	65535	65535	127	131071	0	1	0	0	997	1
331	Origin	9	65535	65535	127	131071	0	1	0	0	1000	1
333	Discordant Defiance	-1	65535	65535	127	131071	0	1	0	0	1006	1
334	Mystical Attuning	-1	65535	65535	127	131071	0	1	0	0	1021	1
335	Delay Death	-1	65535	65535	127	131071	0	1	0	0	1026	1
336	Earthen Brawn	-1	65535	65535	127	131071	0	1	0	0	8263	1
337	Unknown AA 15798	-1	8	65535	127	131071	0	3	0	0	15798	1
338	Veteran's Wrath	-1	16596	65535	127	131071	0	2	0	0	1041	1
339	Veteran's Wrath	-1	256	65535	127	131071	0	3	0	0	1044	1
340	Unknown AA 15833	-1	2	65535	127	131071	0	3	0	0	15833	1
341	Veteran's Wrath	-1	32769	65535	127	131071	0	3	0	0	1050	1
342	Staff Block	-1	15360	65535	127	131071	0	2	0	0	14301	1
343	Hastened Pestilent Paralysis	-1	1024	65535	127	131071	0	3	0	0	14308	1
344	Hastened Mercurial Torment	-1	1024	65535	127	131071	0	3	0	0	14311	1
345	Unknown AA 15768	-1	4	65535	127	131071	0	3	0	0	15768	1
346	Unknown AA 15771	-1	65535	65535	127	131071	0	1	0	0	15771	1
347	Mnemonic Retention	-1	32446	65535	127	131071	0	2	0	0	1071	1
348	Expansive Mind	-1	32446	65535	127	131071	0	2	0	0	1072	1
350	Death's Malaise	-1	1024	65535	127	131071	0	3	0	0	14321	1
351	Dying Grasp	-1	1024	65535	127	131071	0	3	0	0	14322	1
352	Arcane Tongues	6	15360	65535	127	131071	0	2	0	0	1089	1
353	Master of Disguise	-1	384	65535	127	131071	0	3	0	0	1092	1
354	Slippery Attacks	-1	16841	65535	127	131071	0	2	0	0	1093	1
355	Unknown AA 15836	-1	2	65535	127	131071	0	3	0	0	15836	1
357	Unknown AA 16176	-1	8	65535	127	131071	0	3	0	0	16176	1
358	Fury of Magic	-1	16540	65535	127	131071	0	2	0	0	1107	1
359	Dance of Blades	-1	128	65535	127	131071	0	3	0	0	1110	1
360	Bloodthirsty Blade	-1	16	65535	127	131071	0	3	0	0	13616	1
361	Shield of Notes	-1	128	65535	127	131071	0	3	0	0	1116	1
362	Roar of Thunder	-1	16384	65535	127	131071	0	3	0	0	1119	1
363	Unknown AA 16179	-1	8	65535	127	131071	0	3	0	0	16179	1
364	Persistent Minion	-1	30224	65535	127	131071	0	2	0	0	1122	1
365	A Hole In Space	-1	2048	65535	127	131071	0	3	0	0	14323	1
366	Advanced Pet Discipline	-1	22032	65535	127	131071	0	3	0	0	1129	1
367	Throwing Mastery	-1	32768	65535	127	131071	0	3	0	0	1131	1
368	Blur of Axes	-1	32768	65535	127	131071	0	3	0	0	1134	1
369	Hastened War Cry	-1	32768	65535	127	131071	0	3	0	0	1137	1
370	Dead Aim	-1	32768	65535	127	131071	0	3	0	0	1140	1
371	Frenzied Defense	-1	32768	65535	127	131071	0	3	0	0	1166	1
372	Tireless Sprint	-1	32768	65535	127	131071	0	3	0	0	1146	1
373	Desperation	-1	32768	65535	127	131071	0	3	0	0	1149	1
374	Untamed Rage	-1	32768	65535	127	131071	0	3	0	0	1150	1
375	Echoing Cries	-1	32768	65535	127	131071	0	3	0	0	1155	1
376	Distant Strike	-1	64	65535	127	131071	0	3	0	0	14372	1
377	Earthen Stability	-1	65535	65535	127	131071	0	1	0	0	8268	1
378	Earthen Alacrity	-1	65535	65535	127	131071	0	1	0	0	8273	1
379	Earthen Artistry	-1	65535	65535	127	131071	0	1	0	0	8278	1
380	Earthen Sagacity	-1	65535	65535	127	131071	0	1	0	0	8283	1
381	Earthen Brilliance	-1	65535	65535	127	131071	0	1	0	0	8288	1
382	Earthen Allure	-1	65535	65535	127	131071	0	1	0	0	8293	1
383	Extended Spirit of the Wood	-1	32	65535	127	131071	0	3	0	0	12646	1
384	Spirit of the Bear	-1	32	65535	127	131071	0	3	0	0	12651	1
385	Twinheal	-1	16942	65535	127	131071	0	2	0	0	12652	1
386	Nature's Fury	-1	32	65535	127	131071	0	3	0	0	12661	1
387	Blood Pact	-1	32768	65535	127	131071	0	3	0	0	1178	1
388	Shielding Resistance	-1	16841	65535	127	131071	0	2	0	0	1181	1
389	Healing Boon	-1	518	65535	127	131071	0	2	0	0	1186	1
390	Elemental Union	-1	4096	65535	127	131071	0	3	0	0	13695	1
391	Celestial Hammer	-1	2	65535	127	131071	0	3	0	0	1192	1
392	Divine Retribution	-1	2	65535	127	131071	0	3	0	0	1195	1
393	Nature's Blessing	-1	32	65535	127	131071	0	3	0	0	12655	1
394	Extended Convergence of Spirit	-1	32	65535	127	131071	0	3	0	0	12645	1
395	Hastened Storm Strike	-1	32	65535	127	131071	0	3	0	0	12664	1
396	Sanctuary	-1	2	65535	127	131071	0	3	0	0	1209	1
397	Destructive Fury	-1	2048	65535	127	131071	0	2	0	0	1210	1
398	Destructive Fury	-1	13858	65535	127	131071	0	2	0	0	1213	1
399	Unknown AA 16180	-1	8	65535	127	131071	0	3	0	0	16180	1
400	Hastened Improved Twincast	-1	14370	65535	127	131071	0	3	0	0	14331	1
401	Extended Heel of Kanji	-1	64	65535	127	131071	0	3	0	0	12688	1
402	Extended Scaledfist	-1	64	65535	127	131071	0	3	0	0	12691	1
403	Paralytic Spores	-1	544	65535	127	131071	0	3	0	0	14264	1
404	Call of the Wild	-1	544	65535	127	131071	0	3	0	0	1228	1
405	Secondary Recall	-1	2080	65535	127	131071	0	3	0	0	1229	1
406	Nature's Bounty	-1	40	65535	127	131071	0	3	0	0	1230	1
407	Extended Speed Focus	-1	64	65535	127	131071	0	3	0	0	7884	1
408	Extended Crystalpalm	-1	64	65535	127	131071	0	3	0	0	7885	1
409	Stasis	-1	8192	65535	127	131071	0	3	0	0	1233	1
410	Fists of Steel	-1	64	65535	127	131071	0	3	0	0	12706	1
411	Extended Deftdance	-1	128	65535	127	131071	0	3	0	0	12709	1
412	Color Shock	-1	8192	65535	127	131071	0	3	0	0	1239	1
413	Mind Over Matter	-1	8192	65535	127	131071	0	3	0	0	1242	1
414	Soothing Words	-1	8192	65535	127	131071	0	3	0	0	1245	1
415	Hastened Deftdance	-1	128	65535	127	131071	0	3	0	0	12710	1
